"","age","state_abbrev","State","County","latitude","longitude","region","h_income","county_bucket","nat_bucket","urate","TotalPop","Black","nonblack_perc","Poverty","ChildPoverty","Service","Construction","Drive","Transit","PrivateWork","SelfEmployed","was.shot","is.black.binary"
"347",25,"OK","Oklahoma","Oklahoma",35.6332283,-97.4577179,"South",104388,5,5,0.049786629,5714,0.7,99.3,2.5,4.4,10.5,3,86.6,0,74.6,10.3,"Yes",0
"348",36,"OK","Oklahoma","Okmulgee",35.84183,-95.8906098,"South",44573,2,2,0.08040201,6803,2.6,97.4,13.5,20,13.4,16.1,80.4,0,77.7,6.1,"Yes",0
"349",42,"OK","Oklahoma","Osage",36.2059747,-96.0020301,"South",47350,4,3,0.068774265,3814,6.2,93.8,12.9,16.6,11.7,18.8,86.9,0,82,6.3,"No",1
"350",64,"OK","Oklahoma","Ottawa",36.8973899,-94.8865503,"South",34336,2,1,0.086882453,2704,0.6,99.4,19.9,31.6,24.2,9.7,85.7,0,72.9,4.7,"Yes",0
"351",43,"OK","Oklahoma","Payne",36.1211052,-97.0501251,"South",32054,3,1,0.066425993,4979,9.1,90.9,38.2,54.8,21.6,5.5,72.3,0.8,66.5,8.5,"Yes",0
"352",33,"OK","Oklahoma","Pottawatomie",35.33308,-97.0646703,"South",60759,5,4,0.053372149,4520,0.4,99.6,9.6,12.3,11.2,16.9,82.9,0,56.2,6.2,"Yes",0
"353",45,"OK","Oklahoma","Tulsa",36.1497383,-95.9933319,"South",34432,2,2,0.080686695,3358,17.1,82.9,30.5,16.1,11,4.7,70.9,3.1,79.2,5.6,"Yes",1
"354",24,"OK","Oklahoma","Tulsa",36.1459389,-95.9928436,"South",34432,2,2,0.080686695,3358,17.1,82.9,30.5,16.1,11,4.7,70.9,3.1,79.2,5.6,"Yes",1
"355",44,"OK","Oklahoma","Tulsa",36.0787522,-95.9580338,"South",31169,1,1,0.119248218,2627,20.1,79.9,18.3,34,19.3,6.6,89.5,2.3,88,3,"No",0
"356",35,"OR","Oregon","Clackamas",45.1577606,-122.4377594,"West",58358,2,4,0.110323438,5103,0.5,99.5,5.8,1.2,15.8,15.1,77.8,0.8,80.5,7.8,"Yes",0
"357",41,"OR","Oregon","Jackson",42.311009,-122.8316269,"West",40781,2,2,0.187595323,5415,0,100,20.6,51.7,23.6,3.4,71.9,0,77.6,12.1,"Yes",0
"358",50,"OR","Oregon","Jackson",42.3301735,-122.898735,"West",43625,3,2,0.131158917,5951,2.9,97.1,22.4,29,21,15.1,78.3,2.3,81.2,9.9,"Yes",0
"359",56,"OR","Oregon","Josephine",42.3600731,-123.4464111,"West",48077,2,3,0.138248848,2493,0,100,20.7,32.2,15.4,17.7,82.9,0,76,16.5,"Yes",0
"360",50,"OR","Oregon","Lane",44.0894276,-123.1812222,"West",47795,3,3,0.150479846,5069,5.5,94.5,17.2,24.9,18.2,11.2,72,1.6,79.2,9.4,"Yes",0
"361",50,"OR","Oregon","Marion",44.913921,-122.996177,"West",31863,1,1,0.238070806,4377,0.3,99.7,36.4,46.4,21.6,13.1,70.9,1.1,71.4,6.5,"Yes",0
"362",37,"OR","Oregon","Multnomah",45.5057439,-122.5299,"West",35978,1,2,0.138262782,7948,4.8,95.2,23.6,35.6,31.2,5.9,61,20,80.7,8.5,"Yes",0
"363",48,"OR","Oregon","Washington",45.4866905,-122.8912506,"West",56020,2,3,0.135547919,5060,0.7,99.3,16.1,20.4,22.7,7.6,81.8,7,83,6,"Yes",0
"364",32,"PA","Pennsylvania","Adams",39.8576944,-77.1596814,"Northeast",60940,3,4,0.030340815,4937,0.9,99.1,10.7,20,17.7,9.4,89.1,0.8,83.1,5.4,"Yes",0
"365",48,"PA","Pennsylvania","Allegheny",40.413045,-79.991463,"Northeast",32625,2,1,0.102179837,4255,56.6,43.4,40.9,56.1,37.6,5.8,47.6,28.5,82.6,5.3,"Yes",1
"366",36,"PA","Pennsylvania","Berks",40.3287582,-75.9080353,"Northeast",29707,1,1,0.139742873,4028,8.1,91.9,39.9,57.1,23.4,6.8,61.8,6.2,88.8,0.4,"Yes",0
"367",30,"PA","Pennsylvania","Lancaster",40.0434474,-76.2999885,"Northeast",42027,1,2,0.206855081,2868,17,83,15.3,21.4,27.5,8.1,71.1,2,93.1,2.5,"Yes",1
"368",43,"PA","Pennsylvania","Lehigh",40.632019,-75.4338379,"Northeast",46027,2,3,0.072277228,3357,7.7,92.3,16.6,35.3,18.5,7.1,76.2,6,91.6,1.8,"Yes",0
"369",41,"PA","Pennsylvania","Somerset",40.035759,-79.0743942,"Northeast",42346,2,2,0.110402355,6549,19.2,80.8,9.9,8.6,15.6,12.3,86.7,0,75.6,10.1,"Yes",0
"370",60,"PA","Pennsylvania","York",39.7720299,-76.9661789,"Northeast",65581,4,4,0.034010601,4771,0.4,99.6,6.9,13.7,14.9,6.9,83.9,0.5,85.4,5.7,"Yes",0
"371",33,"SC","South Carolina","Charleston",32.7795741,-79.9380436,"South",63750,4,4,0.044805195,2784,11,89,14.4,21.3,15.7,1.3,66.7,0,76.9,11.6,"Yes",1
"372",51,"SC","South Carolina","Charleston",32.8991127,-80.0138016,"South",19988,1,1,0.215909091,3833,63.8,36.2,36.9,54.8,28.8,18.9,71.4,11.7,83.8,8.2,"Yes",1
"373",44,"SC","South Carolina","Charleston",32.8577843,-80.0776596,"South",80891,5,5,0.092042385,8386,9.2,90.8,4.8,4,19.6,3.9,86,0,71.2,6.4,"Yes",0
"374",28,"SC","South Carolina","Florence",33.8190804,-79.4618912,"South",32639,2,1,0.151768733,6172,28.3,71.7,23,31.8,13,7.6,84.5,0,83.1,5.3,"Yes",1
"375",25,"SC","South Carolina","Greenville",34.6285944,-82.3912225,"South",42159,3,2,0.095290859,5572,23.8,76.2,10,9.5,15.1,6.9,90.8,0,91,3.4,"Yes",0
"376",61,"SC","South Carolina","Lancaster",34.7966959,-80.7973288,"South",41675,1,2,0.148903424,5674,29.7,70.3,17.4,15.7,13.1,11.5,92.2,0,85.3,4.7,"Yes",0
"377",60,"SC","South Carolina","Lexington",34.0728226,-81.1996384,"South",82104,5,5,0.100581395,3262,15.4,84.6,6.1,11.9,11.2,4.8,85.8,0,60.6,12.5,"Yes",0
"378",29,"SC","South Carolina","Spartanburg",35.022747,-82.0061417,"South",54784,5,3,0.077569308,7005,19.7,80.3,9,6.5,16.7,7.7,91.4,0,88.5,2.4,"Yes",0
"379",42,"SC","South Carolina","Spartanburg",34.9038367,-81.9115352,"South",35453,2,2,0.131529264,3626,25.3,74.7,22.4,43.7,9.6,8.2,94,0,85.5,2.9,"Yes",1
"380",28,"TN","Tennessee","Carroll",35.9514389,-88.5734558,"South",32522,2,1,0.140121439,4643,10.3,89.7,16.9,32.7,19.1,11.2,91,0.8,81.2,6.8,"Yes",0
"381",40,"TN","Tennessee","Davidson",36.1259117,-86.7090149,"South",25500,1,1,0.088225858,5694,22.1,77.9,24.5,38.1,26.6,15,71.5,6.4,85,8,"Yes",0
"382",54,"TN","Tennessee","Davidson",36.0540047,-86.7787399,"South",135625,5,5,0.021902017,3293,0,100,0.7,0,4,2.3,83.7,0,79.5,14.6,"Yes",0
"383",32,"TN","Tennessee","Shelby",35.1571117,-90.0000664,"South",40721,3,2,0.139391056,3888,58.1,41.9,10.2,8.8,22.1,8.5,82,3.2,64.4,8.9,"Yes",0
"384",37,"TN","Tennessee","Shelby",35.1648337,-89.9334182,"South",32162,3,1,0.112596554,7759,15.6,84.4,49,76,27.7,39.2,59.3,4.3,85,10.1,"Yes",1
"385",49,"TN","Tennessee","Shelby",35.0246391,-90.0544891,"South",37109,3,2,0.218520333,3911,97.9,2.09999999999999,26.9,52.9,26,2.2,83.2,0.9,78.1,3.3,"Yes",1
"386",48,"TX","Texas","Anderson",31.774197,-95.6519569,"South",31815,3,1,0.097790055,4587,21,79,32.6,47.7,31.9,13,90.3,1.1,67.3,15.4,"Yes",0
"387",44,"TX","Texas","Atascosa",28.91159,-98.5429517,"South",48735,4,3,0.064629434,5911,0,100,10.1,10.6,23,19.7,81,0,80.1,5.9,"Yes",0
"388",61,"TX","Texas","Bexar",29.4894164,-98.4276711,"South",35099,2,2,0.09619801,8841,13.1,86.9,13.1,10.5,29.1,9.9,74.3,6,85.5,6.4,"Yes",0
"389",34,"TX","Texas","Bexar",29.5922401,-98.4028975,"South",71272,4,4,0.047184774,4801,10.4,89.6,8.7,12.7,21.2,6.9,88.1,0.5,80.3,4.1,"No",1
"390",30,"TX","Texas","Bexar",29.5134506,-98.53582,"South",45208,3,3,0.074115665,4285,4.1,95.9,24.8,32,15.4,6.8,77.2,0.8,79.8,2.6,"Yes",0
"391",67,"TX","Texas","Brazoria",29.0344224,-95.4281493,"South",54329,2,3,0.051835853,6095,9.1,90.9,8.6,10.1,11.9,25.1,80,0,83.3,4.4,"Yes",0
"392",33,"TX","Texas","Brazoria",28.9552215,-95.3685641,"South",48635,2,3,0.12814412,6327,5.7,94.3,15.3,16.5,12,24.3,82.1,2.3,91.4,0.8,"Yes",1
"393",45,"TX","Texas","Brazos",30.6653042,-96.4014816,"South",30391,2,1,0.140832976,4783,16.1,83.9,32.1,44.5,25.4,25.3,58.6,1.2,73.5,16.7,"Yes",0
"394",31,"TX","Texas","Dallas",32.9599406,-96.6389561,"South",49973,3,3,0.092148913,5250,16.2,83.8,10,14.4,24,7.1,76.4,3,79,7.7,"Yes",1
"395",35,"TX","Texas","Dallas",32.9599406,-96.6389561,"South",49973,3,3,0.092148913,5250,16.2,83.8,10,14.4,24,7.1,76.4,3,79,7.7,"Yes",0
"396",46,"TX","Texas","Dallas",32.6565955,-96.7502993,"South",23931,1,1,0.172051696,3996,81.5,18.5,28.7,58.9,29.9,16.7,83.3,5,81.7,3.8,"Yes",1
"397",23,"TX","Texas","El Paso",31.9034023,-106.4228592,"South",31963,3,1,0.131071191,4341,6.7,93.3,29.4,41.5,23.6,9.4,76.3,2.7,74.7,2.2,"Yes",0
"398",34,"TX","Texas","El Paso",31.8576378,-106.4396178,"South",17388,1,1,0.14461316,4082,3.9,96.1,59.7,74.1,33.9,20.2,70.3,13.2,81.8,6.5,"Yes",0
"399",23,"TX","Texas","El Paso",31.7398815,-106.3106995,"South",58026,5,4,0.05323741,5893,4.1,95.9,22,40.5,12.1,9.7,91,1.1,77,7.6,"Yes",0
"400",27,"TX","Texas","Fort Bend",29.5576077,-95.7844925,"South",53831,2,3,0.068076536,10534,12.9,87.1,17.2,30.4,15.6,21.8,79.1,0,82.2,4.5,"Yes",0
"401",18,"TX","Texas","Gregg",32.49541,-94.746094,"South",26458,1,1,0.13706706,4087,36.8,63.2,36.6,49.6,25.3,12.8,82.7,2.5,90.3,0,"Yes",0
"402",42,"TX","Texas","Harris",29.806377,-95.1731886,"South",81172,5,5,0.081424936,4209,21.3,78.7,15.6,21.3,14.9,14,85.4,1,84.1,5.4,"Yes",1
"403",25,"TX","Texas","Harris",29.9494667,-95.4163284,"South",24072,1,1,0.062886598,4456,30.3,69.7,40.3,56.9,24.9,22.2,68.2,13.9,85.7,5.7,"Yes",0
"404",77,"TX","Texas","Harris",29.9832049,-95.4038566,"South",53572,3,3,0.073771857,12893,29.8,70.2,17.2,24.9,25.4,14.9,84.1,1.1,81.1,6.4,"Yes",0
"405",22,"TX","Texas","Harris",29.7330154,-94.9706357,"South",30804,1,1,0.109816972,3049,13.5,86.5,35.1,43.6,22.5,29.9,67.5,2.4,89.9,5.7,"Yes",0
"406",27,"TX","Texas","Harris",29.6131928,-95.2134526,"South",53244,3,3,0.094994312,2473,23.4,76.6,6.8,6.3,22.9,4.9,88.2,3.5,87.3,1.8,"Yes",0
"407",36,"TX","Texas","Harris",29.704109,-95.621871,"South",41786,2,2,0.104712042,7970,39.2,60.8,36.2,59.2,33.4,14.5,72.9,1,75.7,10.6,"Yes",0
"408",32,"TX","Texas","Harris",29.865415,-95.524052,"South",41265,2,2,0.023561091,6325,29.7,70.3,16.3,19.5,12.8,9.8,87.5,1.4,90,2.4,"Yes",0
"409",25,"TX","Texas","Hidalgo",26.2153301,-98.3257904,"South",32071,3,1,0.118733509,5489,0.7,99.3,24.9,27,18.3,15.5,82.6,0,79.5,8.1,"Yes",0
"410",57,"TX","Texas","Hockley",33.5913373,-102.3692241,"South",31952,1,1,0.087265136,5139,5.1,94.9,24.1,24.2,25.5,18.3,72,0,90.6,1.2,"Yes",0
"411",35,"TX","Texas","Hopkins",33.1287286,-95.5938203,"South",42282,2,2,0.197698745,4114,25.5,74.5,27.9,46.5,23.9,7.4,82.6,0,73.2,10.3,"No",0
"412",26,"TX","Texas","Hudspeth",31.172832,-105.357927,"South",22545,1,1,0.081601232,3330,1.1,98.9,40.3,63.8,30.4,17.7,69.9,0,57.6,9.3,"Yes",1
"413",25,"TX","Texas","Lynn",33.1661153,-101.6661762,"South",36912,1,2,0.043478261,1341,0,100,21.4,31,13.5,25.9,73.8,0.5,62.5,16.8,"Yes",0
"414",52,"TX","Texas","McLennan",31.593082,-97.108858,"South",33320,2,1,0.140606992,6130,13.3,86.7,37.4,57.2,17.8,18.7,80.8,0,83.9,3.6,"Yes",1
"415",42,"TX","Texas","Montague",33.78727,-97.7127638,"South",45500,2,3,0.075596817,1947,1.2,98.8,8.3,9.1,12.5,20.9,85.4,0,68.5,14,"Yes",0
"416",21,"TX","Texas","Polk",30.706146,-94.930023,"South",39113,3,2,0.133622126,6061,0.8,99.2,18.3,24.1,24.8,14.9,82.2,0.8,66.1,6.2,"Yes",0
"417",37,"TX","Texas","Starr",26.5522499,-99.1332092,"South",26346,3,1,0.063807531,2292,0,100,45.9,56.7,33.4,16.6,83.5,0,53.8,6.1,"Yes",0
"418",26,"TX","Texas","Tarrant",32.810365,-97.342555,"South",32245,1,1,0.144497608,5375,0.2,99.8,23.1,34.4,18.8,28.8,70.9,0.5,84.7,6.6,"Yes",0
"419",32,"TX","Texas","Tarrant",32.7670361,-97.3038536,"South",33750,1,1,0.08373079,4454,1.5,98.5,29,36.9,21.7,22.4,86.1,0.8,89.7,5,"Yes",1
"420",41,"TX","Texas","Tarrant",32.6786003,-97.3807373,"South",102938,5,5,0.027574564,4292,2.6,97.4,14.8,19.8,7.5,1.6,89.6,0,84.9,9.5,"Yes",0
"421",31,"TX","Texas","Tarrant",32.6606293,-97.3954849,"South",63646,4,4,0.039571006,5941,13.2,86.8,6.9,5.8,15,7.1,86.8,0,84.7,7.3,"Yes",1
"422",32,"TX","Texas","Tarrant",32.8722464,-97.0993902,"South",79821,5,5,0.06846473,6257,11.7,88.3,4.8,7.5,9.3,4.5,87.4,0,82.1,4,"Yes",0
"423",43,"TX","Texas","Tarrant",32.7282829,-97.1045675,"South",25625,1,1,0.106456044,5729,12.4,87.6,36.5,41.7,15,5.9,72.4,0,84.1,3.2,"No",1
"424",28,"TX","Texas","Travis",30.2470483,-97.8883914,"South",84743,5,5,0.069404151,9205,1.7,98.3,9.6,14.6,6.1,6.7,78.9,0,81.5,8.6,"Yes",0
"425",62,"TX","Texas","Travis",30.1676178,-97.7891617,"South",59435,3,4,0.081466763,9346,6,94,7.6,9,17.9,5.4,81.7,0.7,76.4,3.9,"Yes",0
"426",51,"TX","Texas","Val Verde",29.3685202,-100.8305995,"South",42026,4,2,0.053399923,8185,1.9,98.1,20.6,32.6,22,11.1,68.9,0,72.8,5.2,"Yes",0
"427",77,"TX","Texas","Van Zandt",32.4071388,-96.0738907,"South",50280,5,3,0.058573298,6916,2.1,97.9,16.8,32.6,21.5,13,87.8,0,69.4,8.9,"Yes",0
"428",77,"TX","Texas","Van Zandt",32.4071388,-96.0738907,"South",50280,5,3,0.058573298,6916,2.1,97.9,16.8,32.6,21.5,13,87.8,0,69.4,8.9,"Yes",0
"429",77,"NY","Texas","Van Zandt",32.4071388,-96.0738907,"South",50280,5,3,0.058573298,6916,2.1,97.9,16.8,32.6,21.5,13,87.8,0,69.4,8.9,"Yes",0
"430",26,"TX","Texas","Victoria",28.8776989,-97.0015351,"South",59961,5,4,0.047407913,6920,1,99,6.6,6.2,15.1,12.6,77.6,0,81.9,6.1,"Yes",0
"431",52,"TX","Texas","Webb",27.554155,-99.478091,"South",42782,4,2,0.057938719,3968,0.4,99.6,23.3,31.5,25.6,6,78.8,1.3,75.8,4.1,"Yes",0
"432",36,"TX","Texas","Wichita",34.044584,-98.931198,"South",62817,5,4,0.034519957,3494,0,100,5.1,3.7,11.6,15.6,80.4,1.3,70.7,14.5,"No",0
"433",50,"UT","Utah","Davis",41.0832634,-112.0831375,"West",81064,4,5,0.046353872,12611,1.6,98.4,1.7,1.8,10.7,6.9,78.5,0.7,72.1,2.2,"Yes",0
"434",37,"UT","Utah","Duchesne",40.3023154,-109.9969961,"West",60957,4,4,0.03559965,8270,0.2,99.8,11.6,14.7,15.1,20.4,83.7,0.3,78.7,3.1,"Yes",0
"435",43,"UT","Utah","Salt Lake",40.7716665,-111.8714082,"West",44638,2,2,0.03653323,4123,0.2,99.8,13.5,8.3,13.8,1,65.8,4.1,66.2,6.3,"Yes",0
"436",35,"UT","Utah","Salt Lake",40.5398552,-111.8872467,"West",68125,4,4,0.018841912,5025,1.6,98.4,7.2,7.8,7.3,5.7,82.1,1.1,85,3.8,"Yes",0
"437",25,"UT","Utah","Utah",40.2463989,-111.6674271,"West",41866,1,2,0.071107364,6933,0.2,99.8,20.2,21,23,11.8,66.3,0.4,94.1,2.3,"Yes",0
"438",55,"VA","Virginia","Arlington",38.8731527,-77.1050099,"South",38125,1,2,0.011916111,3979,17,83,18.5,9.7,14.2,0,51.5,30.6,69,5,"Yes",0
"439",31,"VA","Virginia","Culpeper",38.4843175,-77.9793973,"South",46382,1,3,0.0509487,6223,25.4,74.6,15.2,18.4,16.5,10.5,78.2,2.4,80.7,4,"No",1
"440",38,"VA","Virginia","Fairfax",38.84399,-77.311132,"South",138750,4,5,0.016203704,7774,19.9,80.1,4.6,0.7,24.5,0.3,55.3,9.3,70.9,3.6,"No",1
"441",39,"VA","Virginia","Frederick",39.1907845,-78.128479,"South",47714,1,3,0.103721571,6669,6.2,93.8,12.7,10.2,13.6,16.9,75.1,0.6,81.6,5.5,"Yes",0
"442",54,"VA","Virginia","Greensville",36.6105907,-77.5013888,"South",40214,2,2,0.105973025,3966,58.4,41.6,22.8,36.7,28.3,5.6,83.5,2.6,78.5,3.5,"Yes",1
"443",47,"VA","Virginia","Pulaski",37.0585149,-80.7449909,"South",31898,1,1,0.083866837,3769,3.4,96.6,20.7,32,20.2,5,86.6,0,79.6,1.6,"Yes",0
"444",35,"VA","Virginia","Chesapeake city",36.781304,-76.347865,"South",50664,2,3,0.09905795,7838,62.9,37.1,18.2,23.6,27.2,8.8,88.5,0.5,66.5,2.8,"Yes",1
"445",19,"VA","Virginia","Portsmouth city",36.8290138,-76.3414383,"South",27418,1,1,0.152046784,1948,56.7,43.3,27.2,30.6,29.3,16.1,79.2,3.9,65.4,8.4,"Yes",1
"446",30,"VA","Virginia","Portsmouth city",36.8185692,-76.3703384,"South",51480,3,3,0.028934368,5328,8.8,91.2,9.1,8.5,18.3,17.5,87.9,0.1,67.2,6.5,"Yes",1
"447",37,"WA","Washington","Benton",46.2013702,-119.1680069,"West",42759,1,2,0.0830373,4588,0.3,99.7,26.9,36.3,14.9,12.2,85.9,2.6,82.5,3.4,"Yes",0
"448",33,"WA","Washington","Clark",45.6310601,-122.678255,"West",28281,1,1,0.133171913,2250,3.5,96.5,25.6,27.9,22.4,4.1,53.8,13.2,77.7,10.7,"No",0
"449",36,"WA","Washington","Franklin",46.2285118,-119.1019287,"West",28537,1,1,0.131743119,6459,2.1,97.9,33.1,44.8,14.8,30,71.2,1.7,84.1,5.7,"Yes",0
"450",55,"WA","Washington","Franklin",46.2375755,-119.0959167,"West",28537,1,1,0.131743119,6459,2.1,97.9,33.1,44.8,14.8,30,71.2,1.7,84.1,5.7,"No",0
"451",54,"WA","Washington","Mason",47.2465324,-123.1194992,"West",39495,1,2,0.064193168,4324,2.1,97.9,13.5,22.7,27.1,19.9,75.3,0.5,73.3,10.1,"Yes",0
"452",29,"WA","Washington","Okanogan",48.7085419,-119.4368286,"West",35608,1,2,0.133650291,3750,0.3,99.7,22.6,26.5,18.8,17.5,69.8,0.9,63.4,11.3,"No",0
"453",48,"WA","Washington","Pierce",47.2285385,-122.4888763,"West",36642,1,2,0.12909699,3166,21.2,78.8,19,17.2,23.3,10.1,74.3,6.4,82,1.2,"Yes",0
"454",38,"WA","Washington","Pierce",47.1592102,-122.4849472,"West",38688,1,2,0.131736527,3568,12.8,87.2,15.5,18.4,21.2,8.8,82.7,3.6,66.6,2.5,"Yes",0
"455",63,"WA","Washington","Snohomish",47.8377751,-122.0135761,"West",41000,1,2,0.11381323,6045,7.6,92.4,29,30.8,29,16.3,73.4,3.6,83.3,6.2,"Yes",0
"456",38,"WA","Washington","Spokane",47.7065501,-117.4032799,"West",32143,1,1,0.099949006,4508,4.3,95.7,23.9,29.5,27.5,10.8,80.5,7.1,93,1.8,"No",1
"457",21,"WA","Washington","Whatcom",49.0000114,-122.2853775,"West",55432,3,3,0.12704918,8947,0.1,99.9,11.7,14.2,19.1,28.4,75.7,0.8,81.6,6.2,"Yes",0
"458",54,"WV","West Virginia","Brooke",40.3233614,-80.5951533,"South",37026,1,2,0.13483871,3430,1.5,98.5,19.3,27.2,30.2,11.1,86.3,2.7,82.2,3.6,"Yes",0
"459",43,"WV","West Virginia","Mineral",39.481971,-78.812003,"South",40541,5,2,0.093187661,3564,0.2,99.8,12.6,16,16.1,14.5,89.7,0.3,84.5,2.6,"Yes",0
"460",31,"WI","Wisconsin","Brown",44.5266283,-88.0578916,"Midwest",33835,1,1,0.08816521,4591,9.9,90.1,17.2,18,20.1,2.8,86.1,1.5,91.7,1.3,"Yes",0
"461",20,"WI","Wisconsin","Dane",43.0824051,-89.3650055,"Midwest",53089,2,3,0.055254849,6499,3,97,14.8,12.1,13.2,2.7,48.3,15.5,62.4,5.1,"Yes",1
"462",38,"WI","Wisconsin","Fond du Lac",43.7826881,-88.4753418,"Midwest",34339,1,1,0.109457093,5845,2.1,97.9,23,31.1,18.7,9.6,81.4,0,93.8,2,"Yes",0
"463",27,"WI","Wisconsin","Kenosha",42.5835597,-87.8357101,"Midwest",45365,2,3,0.166293142,4092,10.5,89.5,21.3,33.1,15,11.9,82.2,1.9,90.6,2.2,"Yes",0
"464",46,"WI","Wisconsin","Milwaukee",42.9687729,-87.9034882,"Midwest",63444,5,4,0.065342729,2641,1,99,10.6,12.5,20,12.4,83.5,2.9,79.2,3,"Yes",1
"465",40,"WY","Wyoming","Campbell",44.3019303,-105.4499397,"West",76732,3,5,0.04654387,8481,1.8,98.2,6.2,10.4,15.9,20.3,83.8,2.3,82.5,5.6,"Yes",0
